Kategoriya,Sarlavha,Narx,Joy,Sana,Link
Uy-ro‘zg‘or,jalyuzi pardalari жалюзи для дома жалюзи на заказ,3 977 сумДоговорная,Кибрай,Сегодня в 11:05,https://www.olx.uz/d/obyavlenie/jalyuzi-pardalari-zhalyuzi-dlya-doma-zhalyuzi-na-zakaz-IDWwgq.html
Uy-ro‘zg‘or,Stenka sotiladi 3 ta tepasi bita pasi bor iwlatsa bolidigon xolati alo,500 000 сум,Фергана,Сегодня в 11:05,https://www.olx.uz/d/obyavlenie/stenka-sotiladi-3-ta-tepasi-bita-pasi-bor-iwlatsa-bolidigon-xolati-alo-ID3ImUr.html
Uy-ro‘zg‘or,"Мебель, Спальный гарнитур, шкаф, пенал,",Noma’lum,Андижан,Сегодня в 11:05,https://www.olx.uz/d/obyavlenie/mebel-spalnyy-garnitur-shkaf-penal-ID3jsF3.html
Uy-ro‘zg‘or,jaluzi na zakaz jaluzi uy va ofislar uchun jalyuzi,3 977 сумДоговорная,"Ташкент, Мирабадский район",Сегодня в 11:05,https://www.olx.uz/d/obyavlenie/jaluzi-na-zakaz-jaluzi-uy-va-ofislar-uchun-jalyuzi-IDScf6.html
Uy-ro‘zg‘or,жалюзи на заказ жалюзи жалюзи для дома,3 977 сумДоговорная,Келес,Сегодня в 11:05,https://www.olx.uz/d/obyavlenie/zhalyuzi-na-zakaz-zhalyuzi-zhalyuzi-dlya-doma-ID1bqrs.html
Uy-ro‘zg‘or,"Шоли уруг ЛАЗЕР навли, асфалтда куритилган, весь босадиган уруг.",10 000 сум,Бекабад,Сегодня в 11:05,https://www.olx.uz/d/obyavlenie/sholi-urug-lazer-navli-asfaltda-kuritilgan-ves-bosadigan-urug-ID418UA.html
Uy-ro‘zg‘or,Бесщёточный аккумуляторный шуруповёрт DeWALT DCF620D2K-QW,4 923 600 сум,"Ташкент, Алмазарский район",Сегодня в 11:05,https://www.olx.uz/d/obyavlenie/besschetochnyy-akkumulyatornyy-shurupovert-dewalt-dcf620d2k-qw-ID3WkQK.html
Uy-ro‘zg‘or,Фальгаизол полизол изол,75 000 сумДоговорная,"Ташкент, Алмазарский район",Сегодня в 11:05,https://www.olx.uz/d/obyavlenie/falgaizol-polizol-izol-ID3wB3f.html
Uy-ro‘zg‘or,Sendvich panel/Сенвич панель/Сэндвич панель.,79 900 сумДоговорная,"Ташкент, Яшнабадский район",13 июня 2025 г.,https://www.olx.uz/d/obyavlenie/sendvich-panel-senvich-panel-sendvich-panel-ID3Ap4z.html
Uy-ro‘zg‘or,Столешница из искусственного камня,Noma’lum,"Ташкент, Сергелийский район",Сегодня в 08:22,https://www.olx.uz/d/obyavlenie/stoleshnitsa-iz-iskusstvennogo-kamnya-ID3QK1C.html
Uy-ro‘zg‘or,Ratan kachela arzon narxda,1 500 000 сум,Учкуприк,Сегодня в 08:13,https://www.olx.uz/d/obyavlenie/ratan-kachela-arzon-narxda-ID4332q.html
Uy-ro‘zg‘or,Декоративные цветы,45 000 сумДоговорная,"Ташкент, Бектемирский район",Сегодня в 11:04,https://www.olx.uz/d/obyavlenie/dekorativnye-tsvety-ID3O2Vc.html
Uy-ro‘zg‘or,Pishgan gisht kelishilgan narxlada etqazib beramiz,750 сумДоговорная,"Ташкент, Бектемирский район",Сегодня в 11:04,https://www.olx.uz/d/obyavlenie/pishgan-gisht-kelishilgan-narxlada-etqazib-beramiz-ID41dB6.html
Uy-ro‘zg‘or,"Металлические стеллаж, Складной паллетние стеллаж, Торговый стеллаж",1 080 885 сумДоговорная,"Ташкент, Шайхантахурский район",Сегодня в 11:04,https://www.olx.uz/d/obyavlenie/metallicheskie-stellazh-skladnoy-palletnie-stellazh-torgovyy-stellazh-ID3pWXZ.html
Uy-ro‘zg‘or,"Шифоньер, б/у, цена договорная",500 000 сум,Риштан,Сегодня в 11:04,https://www.olx.uz/d/obyavlenie/shifoner-b-u-tsena-dogovornaya-ID3KilE.html
Uy-ro‘zg‘or,жалюзи jaluzi jalyuzi,3 977 сумДоговорная,Эшангузар,Сегодня в 11:04,https://www.olx.uz/d/obyavlenie/zhalyuzi-jaluzi-jalyuzi-IDYUM2.html
Uy-ro‘zg‘or,Анатомические и ортапедический матрасы,400 000 сум,"Ташкент, Юнусабадский район",Сегодня в 11:04,https://www.olx.uz/d/obyavlenie/anatomicheskie-i-ortapedicheskiy-matrasy-ID2XEbn.html
Uy-ro‘zg‘or,Crown original сверлинный станок,1 907 444 сум,"Ташкент, Алмазарский район",Сегодня в 11:04,https://www.olx.uz/d/obyavlenie/crown-original-sverlinnyy-stanok-ID2RDHg.html
Uy-ro‘zg‘or,"Гофра шланги всех видов(вода , воздух, итд 25MM ДО 300 ММ",35 000 сумДоговорная,"Ташкент, Алмазарский район",Сегодня в 11:07,https://www.olx.uz/d/obyavlenie/gofra-shlangi-vseh-vidovvoda-vozduh-itd-25mm-do-300-mm-ID3Apky.html
Uy-ro‘zg‘or,Воздуходувка ALTECO EB 650,324 000 сумДоговорная,"Ташкент, Алмазарский район",Сегодня в 11:04,https://www.olx.uz/d/obyavlenie/vozduhoduvka-alteco-eb-650-ID3BA4s.html
Uy-ro‘zg‘or,Shlaka blok 36.5×16.5,2 050 сум,Джамбай,Сегодня в 11:04,https://www.olx.uz/d/obyavlenie/shlaka-blok-36-516-5-ID2JgT3.html
Uy-ro‘zg‘or,"Фанера Финская влагостойкая 3,5,8,10,12,15,18,21,30,40х1220х2440мм",114 447 сумДоговорная,"Ташкент, Юнусабадский район",13 июня 2025 г.,https://www.olx.uz/d/obyavlenie/fanera-finskaya-vlagostoykaya-3-5-8-10-12-15-18-21-30-40h1220h2440mm-ID3f7P5.html
Uy-ro‘zg‘or,Цемент VODIY SHAFOF 400 марка с бесплатной доставкой,460 сум,"Ташкент, Юнусабадский район",12 июня 2025 г.,https://www.olx.uz/d/obyavlenie/tsement-vodiy-shafof-400-marka-s-besplatnoy-dostavkoy-ID448pg.html
Uy-ro‘zg‘or,Мягкий кровать с идеальном размером,5 200 000 сум,"Ташкент, Юнусабадский район",13 июня 2025 г.,https://www.olx.uz/d/obyavlenie/myagkiy-krovat-s-idealnom-razmerom-ID3CB3i.html
Uy-ro‘zg‘or,Диван уголок 260/150,3 300 000 сум,"Ташкент, Яккасарайский район",Сегодня в 11:04,https://www.olx.uz/d/obyavlenie/divan-ugolok-260-150-ID3ZZBq.html
Uy-ro‘zg‘or,Crown original отбойный молоток CT 18043,3 306 236 сум,"Ташкент, Алмазарский район",Сегодня в 11:04,https://www.olx.uz/d/obyavlenie/crown-original-otboynyy-molotok-ct-18043-ID3qvdd.html
Uy-ro‘zg‘or,Karavat yangi zur,4 500 000 сумДоговорная,Самарканд,Сегодня в 11:04,https://www.olx.uz/d/obyavlenie/karavat-yangi-zur-ID44bUt.html
Uy-ro‘zg‘or,Электрический котёл  Thermona Therm El 23 kWt,14 623 736 сум,"Ташкент, Мирзо-Улугбекский район",Сегодня в 11:04,https://www.olx.uz/d/obyavlenie/elektricheskiy-kotel-thermona-therm-el-23-kwt-ID3tt0w.html
Uy-ro‘zg‘or,Канализационные насосы с мешающим механизмом,5 542 000 сумДоговорная,"Ташкент, Алмазарский район",Сегодня в 11:07,https://www.olx.uz/d/obyavlenie/kanalizatsionnye-nasosy-s-meshayuschim-mehanizmom-ID3ugu0.html
Uy-ro‘zg‘or,Канализационные насосы в Ташкенте,3 550 000 сумДоговорная,"Ташкент, Алмазарский район",Сегодня в 11:07,https://www.olx.uz/d/obyavlenie/kanalizatsionnye-nasosy-v-tashkente-ID3ugt6.html
Uy-ro‘zg‘or,Перфоратор аккумуляторный бесщеточный P.I.T.,1 907 444 сум,"Ташкент, Алмазарский район",Сегодня в 11:04,https://www.olx.uz/d/obyavlenie/perforator-akkumulyatornyy-besschetochnyy-p-i-t-ID3CYDR.html
Uy-ro‘zg‘or,Уголок диваны фабричный,3 600 000 сум,"Ташкент, Яккасарайский район",Сегодня в 11:04,https://www.olx.uz/d/obyavlenie/ugolok-divany-fabrichnyy-ID3NjfJ.html
Uy-ro‘zg‘or,Центробежный насос SHIMGE AST 80-125\7.5,5 050 000 сумДоговорная,"Ташкент, Алмазарский район",Сегодня в 11:07,https://www.olx.uz/d/obyavlenie/tsentrobezhnyy-nasos-shimge-ast-80-125-7-5-ID2Fa63.html
Uy-ro‘zg‘or,Аккумуляторная садовая воздуходувка Black & Decker BCBL200L-QW,1 559 800 сумДоговорная,"Ташкент, Алмазарский район",Сегодня в 11:04,https://www.olx.uz/d/obyavlenie/akkumulyatornaya-sadovaya-vozduhoduvka-black-decker-bcbl200l-qw-ID3LFgQ.html
Uy-ro‘zg‘or,Финский фанера Россия оптом нархта,440 000 сум,Назарбек,12 июня 2025 г.,https://www.olx.uz/d/obyavlenie/finskiy-fanera-rossiya-optom-narhta-ID3WSEt.html
Uy-ro‘zg‘or,Лак паркетный стекловидный для деревянного паркета / Турция,152 596 сум,"Ташкент, Мирабадский район",11 июня 2025 г.,https://www.olx.uz/d/obyavlenie/lak-parketnyy-steklovidnyy-dlya-derevyannogo-parketa-turtsiya-ID3RNsY.html
Uy-ro‘zg‘or,Stol stular temirdan / Стол стулья из метала,140 000 сум,"Ташкент, Юнусабадский район",13 июня 2025 г.,https://www.olx.uz/d/obyavlenie/stol-stular-temirdan-stol-stulya-iz-metala-ID44vGw.html
Uy-ro‘zg‘or,Пила сабельная Crown original,1 589 537 сум,"Ташкент, Алмазарский район",Сегодня в 11:04,https://www.olx.uz/d/obyavlenie/pila-sabelnaya-crown-original-ID3BYzC.html
Uy-ro‘zg‘or,Ковер антиквар более 100 летний,44 507 023 сумДоговорная,"Ташкент, Алмазарский район",Сегодня в 11:04,https://www.olx.uz/d/obyavlenie/kover-antikvar-bolee-100-letniy-ID1zRL8.html
Uy-ro‘zg‘or,Сэндвич панел-Сендвич панели Sendvich panellar ишлаб чикарувчидан,20 000 сумДоговорная,"Ташкент, Бектемирский район",Сегодня в 11:04,https://www.olx.uz/d/obyavlenie/sendvich-panel-sendvich-paneli-sendvich-panellar-ishlab-chikaruvchidan-ID3XkfC.html
Uy-ro‘zg‘or,Занавеска для ванны. Хорошее качество. Размер 180х180,75 000 сум,"Ташкент, Юнусабадский район",Сегодня в 11:04,https://www.olx.uz/d/obyavlenie/zanaveska-dlya-vanny-horoshee-kachestvo-razmer-180h180-ID2cKnR.html
Uy-ro‘zg‘or,Водонагревател АРИСТОН 50литр оптом и в розницу,1 525 955 сум,"Ташкент, Юнусабадский район",Сегодня в 11:06,https://www.olx.uz/d/obyavlenie/vodonagrevatel-ariston-50litr-optom-i-v-roznitsu-ID302pR.html
Uy-ro‘zg‘or,Газонокосилка аккумуляторная DeWALT 2х18V DCMWSP156W2-QW,14 815 000 сум,"Ташкент, Алмазарский район",Сегодня в 11:04,https://www.olx.uz/d/obyavlenie/gazonokosilka-akkumulyatornaya-dewalt-2h18v-dcmwsp156w2-qw-ID43BuR.html
Uy-ro‘zg‘or,Кровать сундук Kravat yangi !!!,650 000 сум,"Ташкент, Яккасарайский район",Сегодня в 11:03,https://www.olx.uz/d/obyavlenie/krovat-sunduk-kravat-yangi-ID3l08z.html
Uy-ro‘zg‘or,Продается бутыль 19-20 литровые,50 000 сумДоговорная,"Ташкент, Чиланзарский район",Сегодня в 11:03,https://www.olx.uz/d/obyavlenie/prodaetsya-butyl-19-20-litrovye-ID3O2V1.html
Uy-ro‘zg‘or,Журнальный стол (Jurnalniy stol) для гостиной и комнаты MDF МДФ новый,990 000 сум,"Ташкент, Юнусабадский район",Сегодня в 11:03,https://www.olx.uz/d/obyavlenie/zhurnalnyy-stol-jurnalniy-stol-dlya-gostinoy-i-komnaty-mdf-mdf-novyy-ID2z2GF.html
Uy-ro‘zg‘or,"Газовая колонка Лемакс АЛЬФА 20М, 10лт\мин, 1 год гарантии, доставка.",2 288 933 сум,"Ташкент, Сергелийский район",Сегодня в 11:03,https://www.olx.uz/d/obyavlenie/gazovaya-kolonka-lemaks-alfa-20m-10lt-min-1-god-garantii-dostavka-ID44zoZ.html
Uy-ro‘zg‘or,Оптик кабел канализатционий,4 000 сум,Ургенч,Сегодня в 11:07,https://www.olx.uz/d/obyavlenie/optik-kabel-kanalizattsioniy-ID44ehu.html
Uy-ro‘zg‘or,"Финская фанера, сорт 1, Китайская, 26$ с НДС",334 000 сумДоговорная,"Ташкент, Яшнабадский район",12 июня 2025 г.,https://www.olx.uz/d/obyavlenie/finskaya-fanera-sort-1-kitayskaya-26-s-nds-ID2GvV9.html
Uy-ro‘zg‘or,mebel sotiladi ideal,2 543 258 сум,"Ташкент, Шайхантахурский район",13 июня 2025 г.,https://www.olx.uz/d/obyavlenie/mebel-sotiladi-ideal-ID44iZr.html
Uy-ro‘zg‘or,"Ограждение, забор",250 000 сумДоговорная,"Ташкент, Юнусабадский район",Сегодня в 11:03,https://www.olx.uz/d/obyavlenie/ograzhdenie-zabor-ID3Kilm.html
Uy-ro‘zg‘or,Безмасляный компрессор ALTECO ACO 90L,6 642 100 сумДоговорная,"Ташкент, Алмазарский район",Сегодня в 11:03,https://www.olx.uz/d/obyavlenie/bezmaslyanyy-kompressor-alteco-aco-90l-ID3COjo.html
Uy-ro‘zg‘or,Batareya / Aккумулятор для инструмента ALTECO BCD 1804 Li,470 000 сумДоговорная,"Ташкент, Алмазарский район",Сегодня в 11:03,https://www.olx.uz/d/obyavlenie/batareya-akkumulyator-dlya-instrumenta-alteco-bcd-1804-li-ID3Bxuu.html
Uy-ro‘zg‘or,Gazona kasilka sotiladi,800 000 сумДоговорная,Мирабад,Сегодня в 11:03,https://www.olx.uz/d/obyavlenie/gazona-kasilka-sotiladi-ID44zp0.html
Uy-ro‘zg‘or,Банка сотилади домашний,1 500 сум,Келес,Сегодня в 11:03,https://www.olx.uz/d/obyavlenie/banka-sotiladi-domashniy-ID3Maqg.html
Uy-ro‘zg‘or,Тумба под стол – ваш лучший офисный помощник!,1 750 000 сумДоговорная,"Ташкент, Бектемирский район",Сегодня в 11:03,https://www.olx.uz/d/obyavlenie/tumba-pod-stol-vash-luchshiy-ofisnyy-pomoschnik-ID42wzg.html
Uy-ro‘zg‘or,Аккумуляторный гайковерт Metabo SSW 18 LTX 1750 BL,3 800 000 сумДоговорная,"Ташкент, Мирабадский район",Сегодня в 11:03,https://www.olx.uz/d/obyavlenie/akkumulyatornyy-gaykovert-metabo-ssw-18-ltx-1750-bl-ID44ie6.html
Uy-ro‘zg‘or,Сендвич панел - Сэндвич панели- Sendvich Panellari,26 800 сумДоговорная,"Ташкент, Бектемирский район",Сегодня в 11:03,https://www.olx.uz/d/obyavlenie/sendvich-panel-sendvich-paneli-sendvich-panellari-ID3XZ0l.html
Uy-ro‘zg‘or,Zakasilatga qarab mebel yasemiz,Noma’lum,"Ташкент, Мирзо-Улугбекский район",Сегодня в 11:03,https://www.olx.uz/d/obyavlenie/zakasilatga-qarab-mebel-yasemiz-ID42TEk.html
Uy-ro‘zg‘or,Цемент халталайдиган апарат,15 000 000 сумДоговорная,Термез,Сегодня в 11:03,https://www.olx.uz/d/obyavlenie/tsement-haltalaydigan-aparat-ID3ImTn.html
Uy-ro‘zg‘or,Умное электрическое сиденье для унитаза с дистанционным управлением,2 670 421 сум,"Ташкент, Мирзо-Улугбекский район",13 июня 2025 г.,https://www.olx.uz/d/obyavlenie/umnoe-elektricheskoe-sidene-dlya-unitaza-s-distantsionnym-upravleniem-ID3ma3K.html
Uy-ro‘zg‘or,"Жалюзи, Jaluzi, Забор, решётки, Jalyuza, еврозабор, заграждения, стена",500 000 сумДоговорная,Нукус,13 июня 2025 г.,https://www.olx.uz/d/obyavlenie/zhalyuzi-jaluzi-zabor-reshetki-jalyuza-evrozabor-zagrazhdeniya-stena-ID3NR1u.html
Uy-ro‘zg‘or,Многофункциональный медицинский кровать на аренду,60 000 сумДоговорная,"Ташкент, Шайхантахурский район",Сегодня в 09:03,https://www.olx.uz/d/obyavlenie/mnogofunktsionalnyy-meditsinskiy-krovat-na-arendu-ID3SmpB.html
Uy-ro‘zg‘or,Российская прочная Входная Металличаская дверь для коттеджа.,3 814 888 сум,"Ташкент, Чиланзарский район",Сегодня в 11:05,https://www.olx.uz/d/obyavlenie/rossiyskaya-prochnaya-vhodnaya-metallichaskaya-dver-dlya-kottedzha-ID42KjM.html
Uy-ro‘zg‘or,Oshxona стол стул stol stul,850 000 сум,Денау,Сегодня в 11:03,https://www.olx.uz/d/obyavlenie/oshxona-stol-stul-stol-stul-ID3QHwB.html
Uy-ro‘zg‘or,Тувакдаги гул,400 000 сумДоговорная,Келес,Сегодня в 11:02,https://www.olx.uz/d/obyavlenie/tuvakdagi-gul-ID3GrEi.html
Uy-ro‘zg‘or,Бетон / Beton / Товарный бетон,480 000 сумДоговорная,"Ташкент, Алмазарский район",Сегодня в 11:02,https://www.olx.uz/d/obyavlenie/beton-beton-tovarnyy-beton-ID3REpw.html
Uy-ro‘zg‘or,"Диван Угалок, Divan ugalok, Акция! ""MISHEL"" ,Divan + доставка",3 300 000 сум,"Ташкент, Чиланзарский район",Сегодня в 11:02,https://www.olx.uz/d/obyavlenie/divan-ugalok-divan-ugalok-aktsiya-mishel-divan-dostavka-ID3MhOI.html
Uy-ro‘zg‘or,Ключ для открытия люков - СССР.,50 000 сумДоговорная,"Ташкент, Юнусабадский район",Сегодня в 11:02,https://www.olx.uz/d/obyavlenie/klyuch-dlya-otkrytiya-lyukov-sssr-ID3TzxZ.html
Uy-ro‘zg‘or,Продаётся мебель,2 000 000 сумДоговорная,Эшангузар,Сегодня в 11:02,https://www.olx.uz/d/obyavlenie/prodaetsya-mebel-ID3per2.html
Uy-ro‘zg‘or,Сотилади чинни идиш тавоклар,101 730 339 сум,Назарбек,Сегодня в 11:12,https://www.olx.uz/d/obyavlenie/sotiladi-chinni-idish-tavoklar-ID44lli.html
Uy-ro‘zg‘or,"Сейф для шкафа в спальне/Smart seyf /пароль+ключ, сигнализация",6 820 000 сумДоговорная,"Ташкент, Бектемирский район",Сегодня в 11:02,https://www.olx.uz/d/obyavlenie/seyf-dlya-shkafa-v-spalne-smart-seyf-parol-klyuch-signalizatsiya-ID42U8U.html
Uy-ro‘zg‘or,Гилем таза усталған,450 000 сум,Тахиаташ,Сегодня в 11:02,https://www.olx.uz/d/obyavlenie/gilem-taza-ustalan-ID44zoJ.html
Uy-ro‘zg‘or,"Встроенная мебель на заказ! Кухни, прихожие, шкафы-купе",Noma’lum,"Ташкент, Алмазарский район",Сегодня в 08:52,https://www.olx.uz/d/obyavlenie/vstroennaya-mebel-na-zakaz-kuhni-prihozhie-shkafy-kupe-IDkMc7.html
Uy-ro‘zg‘or,Сейф с кодом seyf ko’dli kalitli гостиница,399 000 сум,"Ташкент, Юнусабадский район",12 июня 2025 г.,https://www.olx.uz/d/obyavlenie/seyf-s-kodom-seyf-kodli-kalitli-gostinitsa-ID44rJI.html
Uy-ro‘zg‘or,Ph- жидкий для бассейна (Узбекистан),25 000 сум,"Ташкент, Яшнабадский район",12 июня 2025 г.,https://www.olx.uz/d/obyavlenie/ph-zhidkiy-dlya-basseyna-uzbekistan-ID3WoM3.html
Uy-ro‘zg‘or,Электро котёл сотилади,2 500 000 сумДоговорная,Беруни,Сегодня в 11:02,https://www.olx.uz/d/obyavlenie/elektro-kotel-sotiladi-ID3zZdy.html
Uy-ro‘zg‘or,3d panel 3д панели 3dpanel 3дпанель 7000 сум,7 000 сум,"Ташкент, Сергелийский район",Сегодня в 11:02,https://www.olx.uz/d/obyavlenie/3d-panel-3d-paneli-3dpanel-3dpanel-7000-sum-ID2Q2c6.html
Uy-ro‘zg‘or,Buroq mebeldan bohorgi mavsum uchun yangicha owxona mebelari,1 800 000 сум,Эшангузар,Сегодня в 11:02,https://www.olx.uz/d/obyavlenie/buroq-mebeldan-bohorgi-mavsum-uchun-yangicha-owxona-mebelari-ID3Casc.html
Uy-ro‘zg‘or,Osmos filtr обратный осмос фильтр для воды,1 271 629 сумДоговорная,"Ташкент, Алмазарский район",Сегодня в 11:02,https://www.olx.uz/d/obyavlenie/osmos-filtr-obratnyy-osmos-filtr-dlya-vody-ID3tsZy.html
Uy-ro‘zg‘or,Москитные  сетки,99 000 сум,"Ташкент, Чиланзарский район",Сегодня в 11:02,https://www.olx.uz/d/obyavlenie/moskitnye-setki-ID41lt1.html
Uy-ro‘zg‘or,Гостинная мебель честр со скидкой.,5 073 801 сум,Самарканд,Сегодня в 11:02,https://www.olx.uz/d/obyavlenie/gostinnaya-mebel-chestr-so-skidkoy-ID3WguR.html
Uy-ro‘zg‘or,Полотенцесушитель ARGO,2 225 351 сум,"Ташкент, Юнусабадский район",Сегодня в 11:02,https://www.olx.uz/d/obyavlenie/polotentsesushitel-argo-ID42wyl.html
Uy-ro‘zg‘or,Sement. Cement. Цемент.BEPUL yetkazib berish,28 000 сум,"Ташкент, Мирзо-Улугбекский район",Сегодня в 11:02,https://www.olx.uz/d/obyavlenie/sement-cement-tsement-bepul-yetkazib-berish-ID41Ane.html
Uy-ro‘zg‘or,Сундучок-шкатулка,100 000 сум,"Ташкент, Мирзо-Улугбекский район",Сегодня в 11:02,https://www.olx.uz/d/obyavlenie/sunduchok-shkatulka-ID3UoZK.html
Uy-ro‘zg‘or,Банки литровые и трех литровые,2 000 сум,Алмалык,Сегодня в 11:02,https://www.olx.uz/d/obyavlenie/banki-litrovye-i-treh-litrovye-ID44zoC.html
Uy-ro‘zg‘or,"ПРОФИЛЬ Металлический, Квадратная Труба, Электросварные трубы в КРЕДИТ",8 500 сумДоговорная,"Ташкент, Яшнабадский район",13 июня 2025 г.,https://www.olx.uz/d/obyavlenie/profil-metallicheskiy-kvadratnaya-truba-elektrosvarnye-truby-v-kredit-ID3b0QB.html
Uy-ro‘zg‘or,Jalyuzi жалюзи бухоро,25 000 сумДоговорная,Бухара,13 июня 2025 г.,https://www.olx.uz/d/obyavlenie/jalyuzi-zhalyuzi-buhoro-ID3XsbH.html
Uy-ro‘zg‘or,Profnastil|Optom|Samarez bepul,24 000 сумДоговорная,Келес,12 июня 2025 г.,https://www.olx.uz/d/obyavlenie/profnastil-optom-samarez-bepul-ID43vhv.html
Uy-ro‘zg‘or,Eshiklar mdf xitech eshik,450 000 сум,Газалкент,Сегодня в 11:02,https://www.olx.uz/d/obyavlenie/eshiklar-mdf-xitech-eshik-ID44egI.html
Uy-ro‘zg‘or,Центробежный насос SHIMGE SHF 20 A,4 212 000 сумДоговорная,"Ташкент, Алмазарский район",Сегодня в 11:04,https://www.olx.uz/d/obyavlenie/tsentrobezhnyy-nasos-shimge-shf-20-a-ID2Fa4P.html
Uy-ro‘zg‘or,Гранит мрамор устанофка,152 596 сумДоговорная,"Ташкент, Юнусабадский район",Сегодня в 11:01,https://www.olx.uz/d/obyavlenie/granit-mramor-ustanofka-ID41kWZ.html
Uy-ro‘zg‘or,Сантехника. Двухконтурный котёл. Аристон. Водонагреватели ремонт.,150 000 сум,Бухара,Сегодня в 11:01,https://www.olx.uz/d/obyavlenie/santehnika-dvuhkonturnyy-kotel-ariston-vodonagrevateli-remont-ID3Cas2.html
Uy-ro‘zg‘or,Шприц гель от тараканов USA 100% гарантия,120 000 сум,"Ташкент, Юнусабадский район",Сегодня в 11:01,https://www.olx.uz/d/obyavlenie/shprits-gel-ot-tarakanov-usa-100-garantiya-ID3a3Hg.html
Uy-ro‘zg‘or,"Топперы от West matras 
- топпер с мембрий высота 8 см стоимость за",570 000 сум,"Ташкент, Мирабадский район",Сегодня в 11:01,https://www.olx.uz/d/obyavlenie/toppery-ot-west-matras-topper-s-membriy-vysota-8-sm-stoimost-za-ID3AjuS.html
Uy-ro‘zg‘or,Диван сотилади янги ишланган биринчи кул паралон 19 баландлиги 50 Янги,90 000 сум,Назарбек,Сегодня в 11:01,https://www.olx.uz/d/obyavlenie/divan-sotiladi-yangi-ishlangan-birinchi-kul-paralon-19-balandligi-50-yangi-ID42BPG.html
Uy-ro‘zg‘or,Сифатли Газаблок бутун узбекистон буйлаб етказиб бериш,15 000 сум,Туракурган,Сегодня в 11:01,https://www.olx.uz/d/obyavlenie/sifatli-gazablok-butun-uzbekiston-buylab-etkazib-berish-ID43oay.html
Uy-ro‘zg‘or,Мебель кресло салон учун,1 271 629 сумДоговорная,Джизак,Сегодня в 11:03,https://www.olx.uz/d/obyavlenie/mebel-kreslo-salon-uchun-ID3Ueju.html
Uy-ro‘zg‘or,Ishlab chiqaruvchidan matraslar,381 489 сумДоговорная,"Ташкент, Сергелийский район",Сегодня в 11:01,https://www.olx.uz/d/obyavlenie/ishlab-chiqaruvchidan-matraslar-ID44oQk.html
Uy-ro‘zg‘or,"Кашпо,горшки,вазоны для цветов и растений",300 000 сум,"Ташкент, Шайхантахурский район",13 июня 2025 г.,https://www.olx.uz/d/obyavlenie/kashpo-gorshki-vazony-dlya-tsvetov-i-rasteniy-ID2SQJO.html
Uy-ro‘zg‘or,"Sborka mebel,mebelchi,сборка мебели,ремонт мебели,грузчики",Noma’lum,Бухара,12 июня 2025 г.,https://www.olx.uz/d/obyavlenie/sborka-mebel-mebelchi-sborka-mebeli-remont-mebeli-gruzchiki-ID3VXBz.html
Uy-ro‘zg‘or,"Сейф для шкафа в спальне/Smart seyf /пароль+ключ, сигнализация",6 820 000 сумДоговорная,"Ташкент, Бектемирский район",Сегодня в 11:02,https://www.olx.uz/d/obyavlenie/seyf-dlya-shkafa-v-spalne-smart-seyf-parol-klyuch-signalizatsiya-ID42U8U.html
Uy-ro‘zg‘or,Мабель салон учун,3 814 888 сум,Джизак,Сегодня в 11:03,https://www.olx.uz/d/obyavlenie/mabel-salon-uchun-ID3UejI.html
Uy-ro‘zg‘or,Хон тахта мебельный дастурхон стол  сотаман мебельный размер 90/2,700 000 сумДоговорная,Самарканд,Сегодня в 11:01,https://www.olx.uz/d/obyavlenie/hon-tahta-mebelnyy-dasturhon-stol-sotaman-mebelnyy-razmer-90-2-ID3l07x.html
Uy-ro‘zg‘or,Вешалка для одежды,180 000 сум,"Ташкент, Юнусабадский район",Сегодня в 11:01,https://www.olx.uz/d/obyavlenie/veshalka-dlya-odezhdy-ID31qSN.html
Uy-ro‘zg‘or,Сейф с кодом | замком | ключом | Seyf | Kalitli | kodli | Оптом ss-16,1 250 000 сум,"Ташкент, Мирзо-Улугбекский район",Сегодня в 11:01,https://www.olx.uz/d/obyavlenie/seyf-s-kodom-zamkom-klyuchom-seyf-kalitli-kodli-optom-ss-16-ID3ATx1.html
Uy-ro‘zg‘or,Seyf    sotiladi 5 mln,5 000 000 сум,Гулистан,Сегодня в 11:00,https://www.olx.uz/d/obyavlenie/seyf-sotiladi-5-mln-ID419BR.html
Uy-ro‘zg‘or,Zamonaviy oshhona mebeli,1 300 000 сум,"Ташкент, Чиланзарский район",Сегодня в 11:00,https://www.olx.uz/d/obyavlenie/zamonaviy-oshhona-mebeli-ID3xtHX.html
Uy-ro‘zg‘or,"панел-лампаларимиз сотувда

Ҳар бир хонад",250 000 сумДоговорная,Бухара,Сегодня в 11:00,https://www.olx.uz/d/obyavlenie/panel-lampalarimiz-sotuvdaar-bir-honad-ID37iyN.html
Uy-ro‘zg‘or,"Акция! Кресло кровать,Divan krovat",2 100 000 сум,"Ташкент, Чиланзарский район",Сегодня в 11:00,https://www.olx.uz/d/obyavlenie/aktsiya-kreslo-krovat-divan-krovat-ID3QVid.html
Uy-ro‘zg‘or,"Kapresir ubay,rolf",1 290 000 сум,"Ташкент, Шайхантахурский район",Сегодня в 11:00,https://www.olx.uz/d/obyavlenie/kapresir-ubay-rolf-ID44zoe.html
